/Users/snitil/Library/CloudStorage/OneDrive-McGillUniversity/McGill/U3/F2025/ECON302/innovationshowcase/src/sentiment_analysis.py:13: DeprecationWarning: 
Pyarrow will become a required dependency of pandas in the next major release of pandas (pandas 3.0),
2025-11-16 13:19:44,791 - INFO - fetching guardian page 1 for Angola (2012-10-01 to 2012-12-31)
2025-11-16 13:19:45,273 - INFO - fetched 0 relevant articles for Angola after filtering
2025-11-16 13:19:46,380 - INFO - ✓ completed Angola 2012 (0 articles)
2025-11-16 13:19:46,380 - INFO - using guardian api for Angola 2013
2025-11-16 13:19:46,380 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:19:46,380 - INFO - fetching guardian page 1 for Angola (2013-01-01 to 2013-03-31)
2025-11-16 13:19:46,939 - INFO - fetched 1 relevant articles for Angola after filtering
2025-11-16 13:19:48,049 - INFO - fetching guardian page 1 for Angola (2013-04-01 to 2013-06-30)
2025-11-16 13:19:48,521 - INFO - fetched 0 relevant articles for Angola after filtering
2025-11-16 13:19:49,625 - INFO - fetching guardian page 1 for Angola (2013-07-01 to 2013-09-30)
2025-11-16 13:19:50,081 - INFO - fetched 1 relevant articles for Angola after filtering
2025-11-16 13:19:51,187 - INFO - fetching guardian page 1 for Angola (2013-10-01 to 2013-12-31)
2025-11-16 13:19:51,668 - INFO - fetched 0 relevant articles for Angola after filtering
2025-11-16 13:19:52,774 - INFO - ✓ completed Angola 2013 (2 articles)
2025-11-16 13:19:52,775 - INFO - using guardian api for Angola 2014
2025-11-16 13:19:52,775 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:19:52,775 - INFO - fetching guardian page 1 for Angola (2014-01-01 to 2014-03-31)
2025-11-16 13:19:53,233 - INFO - fetched 0 relevant articles for Angola after filtering
2025-11-16 13:19:54,340 - INFO - fetching guardian page 1 for Angola (2014-04-01 to 2014-06-30)
2025-11-16 13:19:54,830 - INFO - fetched 0 relevant articles for Angola after filtering
2025-11-16 13:19:55,936 - INFO - fetching guardian page 1 for Angola (2014-07-01 to 2014-09-30)
2025-11-16 13:19:56,547 - INFO - fetched 0 relevant articles for Angola after filtering
2025-11-16 13:19:57,654 - INFO - fetching guardian page 1 for Angola (2014-10-01 to 2014-12-31)
2025-11-16 13:19:58,163 - INFO - fetched 4 relevant articles for Angola after filtering
2025-11-16 13:19:59,268 - INFO - ✓ completed Angola 2014 (4 articles)
2025-11-16 13:19:59,268 - INFO - using guardian api for Angola 2015
2025-11-16 13:19:59,268 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:19:59,268 - INFO - fetching guardian page 1 for Angola (2015-01-01 to 2015-03-31)
2025-11-16 13:19:59,825 - INFO - fetched 5 relevant articles for Angola after filtering
2025-11-16 13:20:00,932 - INFO - fetching guardian page 1 for Angola (2015-04-01 to 2015-06-30)
2025-11-16 13:20:01,428 - INFO - fetched 4 relevant articles for Angola after filtering
2025-11-16 13:20:02,535 - INFO - fetching guardian page 1 for Angola (2015-07-01 to 2015-09-30)
2025-11-16 13:20:03,098 - INFO - fetched 1 relevant articles for Angola after filtering
2025-11-16 13:20:04,205 - INFO - fetching guardian page 1 for Angola (2015-10-01 to 2015-12-31)
2025-11-16 13:20:04,789 - INFO - fetched 0 relevant articles for Angola after filtering
2025-11-16 13:20:05,894 - INFO - ✓ completed Angola 2015 (10 articles)
2025-11-16 13:20:05,894 - INFO - using guardian api for Angola 2016
2025-11-16 13:20:05,894 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:20:05,894 - INFO - fetching guardian page 1 for Angola (2016-01-01 to 2016-03-31)
2025-11-16 13:20:06,507 - INFO - fetched 2 relevant articles for Angola after filtering
2025-11-16 13:20:07,610 - INFO - fetching guardian page 1 for Angola (2016-04-01 to 2016-06-30)
2025-11-16 13:20:08,142 - INFO - fetched 1 relevant articles for Angola after filtering
2025-11-16 13:20:09,245 - INFO - fetching guardian page 1 for Angola (2016-07-01 to 2016-09-30)
2025-11-16 13:20:09,795 - INFO - fetched 1 relevant articles for Angola after filtering
2025-11-16 13:20:10,900 - INFO - fetching guardian page 1 for Angola (2016-10-01 to 2016-12-31)
2025-11-16 13:20:11,504 - INFO - fetched 3 relevant articles for Angola after filtering
2025-11-16 13:20:12,611 - INFO - ✓ completed Angola 2016 (7 articles)
2025-11-16 13:20:12,611 - INFO - using guardian api for Australia 2010
2025-11-16 13:20:12,611 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:20:12,611 - INFO - fetching guardian page 1 for Australia (2010-01-01 to 2010-03-31)
2025-11-16 13:20:13,325 - INFO - fetched 13 relevant articles for Australia after filtering
2025-11-16 13:20:14,430 - INFO - fetching guardian page 1 for Australia (2010-04-01 to 2010-06-30)
2025-11-16 13:20:14,960 - INFO - fetched 8 relevant articles for Australia after filtering
2025-11-16 13:20:16,063 - INFO - fetching guardian page 1 for Australia (2010-07-01 to 2010-09-30)
2025-11-16 13:20:17,753 - INFO - fetching guardian page 2 for Australia (2010-07-01 to 2010-09-30)
2025-11-16 13:20:18,288 - INFO - fetched 24 relevant articles for Australia after filtering
2025-11-16 13:20:19,394 - INFO - fetching guardian page 1 for Australia (2010-10-01 to 2010-12-31)
2025-11-16 13:20:21,040 - INFO - fetching guardian page 2 for Australia (2010-10-01 to 2010-12-31)
2025-11-16 13:20:21,624 - INFO - fetched 12 relevant articles for Australia after filtering
2025-11-16 13:20:22,727 - INFO - ✓ completed Australia 2010 (60 articles)
2025-11-16 13:20:22,727 - INFO - using guardian api for Australia 2011
2025-11-16 13:20:22,727 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:20:22,727 - INFO - fetching guardian page 1 for Australia (2011-01-01 to 2011-03-31)
2025-11-16 13:20:24,395 - INFO - fetching guardian page 2 for Australia (2011-01-01 to 2011-03-31)
2025-11-16 13:20:24,893 - INFO - fetched 4 relevant articles for Australia after filtering
2025-11-16 13:20:25,997 - INFO - fetching guardian page 1 for Australia (2011-04-01 to 2011-06-30)
2025-11-16 13:20:26,593 - INFO - fetched 4 relevant articles for Australia after filtering
2025-11-16 13:20:27,700 - INFO - fetching guardian page 1 for Australia (2011-07-01 to 2011-09-30)
2025-11-16 13:20:29,388 - INFO - fetching guardian page 2 for Australia (2011-07-01 to 2011-09-30)
2025-11-16 13:20:29,979 - INFO - fetched 20 relevant articles for Australia after filtering
2025-11-16 13:20:31,086 - INFO - fetching guardian page 1 for Australia (2011-10-01 to 2011-12-31)
2025-11-16 13:20:31,690 - INFO - fetched 5 relevant articles for Australia after filtering
2025-11-16 13:20:32,797 - INFO - ✓ completed Australia 2011 (34 articles)
2025-11-16 13:20:32,797 - INFO - using guardian api for Australia 2012
2025-11-16 13:20:32,798 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:20:32,798 - INFO - fetching guardian page 1 for Australia (2012-01-01 to 2012-03-31)
2025-11-16 13:20:33,458 - INFO - fetched 5 relevant articles for Australia after filtering
2025-11-16 13:20:34,567 - INFO - fetching guardian page 1 for Australia (2012-04-01 to 2012-06-30)
2025-11-16 13:20:35,125 - INFO - fetched 8 relevant articles for Australia after filtering
2025-11-16 13:20:36,227 - INFO - fetching guardian page 1 for Australia (2012-07-01 to 2012-09-30)
2025-11-16 13:20:36,793 - INFO - fetched 5 relevant articles for Australia after filtering
2025-11-16 13:20:37,898 - INFO - fetching guardian page 1 for Australia (2012-10-01 to 2012-12-31)
2025-11-16 13:20:39,631 - INFO - fetching guardian page 2 for Australia (2012-10-01 to 2012-12-31)
2025-11-16 13:20:40,215 - INFO - fetched 7 relevant articles for Australia after filtering
2025-11-16 13:20:41,319 - INFO - ✓ completed Australia 2012 (25 articles)
2025-11-16 13:20:41,319 - INFO - using guardian api for Australia 2013
2025-11-16 13:20:41,320 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:20:41,320 - INFO - fetching guardian page 1 for Australia (2013-01-01 to 2013-03-31)
2025-11-16 13:20:43,030 - INFO - fetching guardian page 2 for Australia (2013-01-01 to 2013-03-31)
2025-11-16 13:20:43,626 - INFO - fetched 14 relevant articles for Australia after filtering
2025-11-16 13:20:44,734 - INFO - fetching guardian page 1 for Australia (2013-04-01 to 2013-06-30)
2025-11-16 13:20:46,430 - INFO - fetching guardian page 2 for Australia (2013-04-01 to 2013-06-30)
2025-11-16 13:20:47,040 - INFO - fetched 11 relevant articles for Australia after filtering
2025-11-16 13:20:48,147 - INFO - fetching guardian page 1 for Australia (2013-07-01 to 2013-09-30)
2025-11-16 13:20:49,863 - INFO - fetching guardian page 2 for Australia (2013-07-01 to 2013-09-30)
2025-11-16 13:20:51,652 - INFO - fetching guardian page 3 for Australia (2013-07-01 to 2013-09-30)
2025-11-16 13:20:52,212 - INFO - fetched 14 relevant articles for Australia after filtering
2025-11-16 13:20:53,318 - INFO - fetching guardian page 1 for Australia (2013-10-01 to 2013-12-31)
2025-11-16 13:20:54,977 - INFO - fetching guardian page 2 for Australia (2013-10-01 to 2013-12-31)
2025-11-16 13:20:56,685 - INFO - fetching guardian page 3 for Australia (2013-10-01 to 2013-12-31)
2025-11-16 13:20:57,367 - INFO - fetched 12 relevant articles for Australia after filtering
2025-11-16 13:20:58,473 - INFO - ✓ completed Australia 2013 (53 articles)
2025-11-16 13:20:58,473 - INFO - using guardian api for Australia 2014
2025-11-16 13:20:58,474 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:20:58,474 - INFO - fetching guardian page 1 for Australia (2014-01-01 to 2014-03-31)
2025-11-16 13:21:00,141 - INFO - fetching guardian page 2 for Australia (2014-01-01 to 2014-03-31)
2025-11-16 13:21:00,826 - INFO - fetched 9 relevant articles for Australia after filtering
2025-11-16 13:21:01,933 - INFO - fetching guardian page 1 for Australia (2014-04-01 to 2014-06-30)
2025-11-16 13:21:03,587 - INFO - fetching guardian page 2 for Australia (2014-04-01 to 2014-06-30)
2025-11-16 13:21:05,338 - INFO - fetching guardian page 3 for Australia (2014-04-01 to 2014-06-30)
2025-11-16 13:21:06,039 - INFO - fetched 23 relevant articles for Australia after filtering
2025-11-16 13:21:07,143 - INFO - fetching guardian page 1 for Australia (2014-07-01 to 2014-09-30)
2025-11-16 13:21:08,865 - INFO - fetching guardian page 2 for Australia (2014-07-01 to 2014-09-30)
2025-11-16 13:21:10,595 - INFO - fetching guardian page 3 for Australia (2014-07-01 to 2014-09-30)
2025-11-16 13:21:11,328 - INFO - fetched 17 relevant articles for Australia after filtering
2025-11-16 13:21:12,435 - INFO - fetching guardian page 1 for Australia (2014-10-01 to 2014-12-31)
2025-11-16 13:21:14,198 - INFO - fetching guardian page 2 for Australia (2014-10-01 to 2014-12-31)
2025-11-16 13:21:15,972 - INFO - fetching guardian page 3 for Australia (2014-10-01 to 2014-12-31)
2025-11-16 13:21:16,652 - INFO - fetched 20 relevant articles for Australia after filtering
2025-11-16 13:21:17,758 - INFO - ✓ completed Australia 2014 (73 articles)
2025-11-16 13:21:17,759 - INFO - using guardian api for Australia 2015
2025-11-16 13:21:17,759 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:21:17,759 - INFO - fetching guardian page 1 for Australia (2015-01-01 to 2015-03-31)
2025-11-16 13:21:19,455 - INFO - fetching guardian page 2 for Australia (2015-01-01 to 2015-03-31)
2025-11-16 13:21:21,096 - INFO - fetching guardian page 3 for Australia (2015-01-01 to 2015-03-31)
2025-11-16 13:21:21,725 - INFO - fetched 19 relevant articles for Australia after filtering
2025-11-16 13:21:22,828 - INFO - fetching guardian page 1 for Australia (2015-04-01 to 2015-06-30)
2025-11-16 13:21:24,682 - INFO - fetching guardian page 2 for Australia (2015-04-01 to 2015-06-30)
2025-11-16 13:21:26,360 - INFO - fetching guardian page 3 for Australia (2015-04-01 to 2015-06-30)
2025-11-16 13:21:28,150 - INFO - fetching guardian page 4 for Australia (2015-04-01 to 2015-06-30)
2025-11-16 13:21:28,825 - INFO - fetched 23 relevant articles for Australia after filtering
2025-11-16 13:21:29,932 - INFO - fetching guardian page 1 for Australia (2015-07-01 to 2015-09-30)
2025-11-16 13:21:31,596 - INFO - fetching guardian page 2 for Australia (2015-07-01 to 2015-09-30)
2025-11-16 13:21:33,307 - INFO - fetching guardian page 3 for Australia (2015-07-01 to 2015-09-30)
2025-11-16 13:21:35,044 - INFO - fetching guardian page 4 for Australia (2015-07-01 to 2015-09-30)
2025-11-16 13:21:35,729 - INFO - fetched 32 relevant articles for Australia after filtering
2025-11-16 13:21:36,832 - INFO - fetching guardian page 1 for Australia (2015-10-01 to 2015-12-31)
2025-11-16 13:21:38,522 - INFO - fetching guardian page 2 for Australia (2015-10-01 to 2015-12-31)
2025-11-16 13:21:39,191 - INFO - fetched 17 relevant articles for Australia after filtering
2025-11-16 13:21:40,298 - INFO - ✓ completed Australia 2015 (101 articles)
2025-11-16 13:21:40,299 - INFO - using guardian api for Australia 2016
2025-11-16 13:21:40,299 - INFO - using guardian api key: 93c1ada7...
2025-11-16 13:21:40,299 - INFO - fetching guardian page 1 for Australia (2016-01-01 to 2016-03-31)
